target_len,teacher_forcing_ratio,learning_rate,MAE_m,MSE_m2,RMSE_m,best_val_loss,model_path,per_step_MAE_m,per_step_RMSE_m
15,0.3,0.08,67895.2421875,6327446528.0,79545.24830560277,0.30003029121844854,grid_models\seq2seq_tlen15_tfr0.3_lr0.08.pt,"66104.98,65560.20,67247.77,65755.03,66081.82,66576.97,67083.52,67651.92,68234.81,68775.97,69151.94,69527.95,69905.66,70186.68,70583.52","77711.34,76877.94,78326.96,77330.57,77420.73,77949.85,78525.07,79174.22,79854.13,80480.32,80938.94,81404.80,81877.48,82239.13,82725.98"
15,0.3,0.1,69547.8984375,6578256384.0,81106.45093949062,0.31093833774880125,grid_models\seq2seq_tlen15_tfr0.3_lr0.1.pt,"83367.18,65030.55,65832.64,66372.39,66871.63,67381.88,67896.26,68434.77,69032.66,69575.95,69954.66,70334.32,70730.24,71002.25,71401.20","98033.41,76660.96,76615.02,77100.50,77651.21,78231.62,78820.91,79446.54,80155.10,80780.63,81243.05,81712.73,82202.39,82554.72,83050.53"
15,0.4,0.01,67371.84375,6336436736.0,79601.73827247744,0.3153654194816395,grid_models\seq2seq_tlen15_tfr0.4_lr0.01.pt,"63742.82,64259.00,64739.23,65240.63,65783.86,66353.03,66924.51,67512.84,68123.17,68698.45,69084.28,69471.98,69878.75,70177.12,70587.93","75181.51,75750.27,76314.78,76910.23,77564.36,78249.69,78939.13,79669.28,80441.52,81160.05,81652.87,82153.08,82673.04,83074.41,83599.88"
15,0.4,0.04,68923.8515625,6498701312.0,80614.52295957596,0.3081221980629144,grid_models\seq2seq_tlen15_tfr0.4_lr0.04.pt,"78413.54,64962.57,65533.35,66031.48,66527.41,67039.66,67556.44,68097.48,68696.66,69241.76,69620.83,70000.71,70397.09,70669.62,71069.23","93698.45,76551.37,76446.88,76916.54,77468.90,78053.40,78646.98,79277.17,79989.16,80618.85,81083.06,81554.53,82046.02,82400.48,82898.07"
15,0.4,0.06,76132.25,7380694016.0,85910.96563303197,0.3330022017988894,grid_models\seq2seq_tlen15_tfr0.4_lr0.06.pt,"85422.38,71844.38,73087.49,73599.34,74023.36,74449.77,74883.09,75343.11,75892.40,76375.41,76729.27,77086.73,77458.74,77705.90,78082.41","103348.31,81933.89,81959.80,82354.79,82789.30,83247.92,83717.80,84218.00,84830.33,85340.77,85748.82,86163.65,86597.77,86887.09,87328.33"
15,0.4,0.08,65724.2734375,6177482240.0,78596.96075548978,0.3063134967039029,grid_models\seq2seq_tlen15_tfr0.4_lr0.08.pt,"62953.77,62731.30,63523.53,63460.59,64050.14,64618.49,65180.76,65740.41,66351.80,66917.72,67301.71,67687.55,68098.00,68388.44,68859.83","75111.99,74919.03,75254.95,75838.66,76535.53,77208.39,77878.34,78575.42,79346.46,80043.20,80533.53,81031.15,81552.24,81943.12,82552.30"
15,0.4,0.1,73432.8203125,7191629824.0,84803.47766453921,0.3300905499469351,grid_models\seq2seq_tlen15_tfr0.4_lr0.1.pt,"67341.34,102719.05,69199.11,69248.52,69734.81,70217.63,70702.45,71212.71,71793.70,72315.61,72686.50,73059.52,73447.63,73711.24,74102.54","77100.59,122288.78,80226.33,79084.10,79484.53,80006.32,80548.04,81125.08,81796.88,82378.05,82820.24,83269.57,83738.66,84067.08,84542.66"
15,0.5,0.01,67230.3671875,6322582528.0,79514.66863415831,0.3146411185325296,grid_models\seq2seq_tlen15_tfr0.5_lr0.01.pt,"63784.68,64333.23,64612.99,65077.29,65613.49,66179.89,66749.35,67336.09,67946.03,68520.30,68905.71,69292.98,69699.41,69996.75,70407.31","75229.05,75801.11,76243.07,76815.30,77463.74,78145.85,78832.55,79560.00,80330.92,81047.05,81539.30,82038.92,82558.31,82958.34,83483.27"
15,0.5,0.04,68654.9453125,6435117056.0,80219.18134710676,0.30993039933619676,grid_models\seq2seq_tlen15_tfr0.5_lr0.04.pt,"75948.74,64449.83,65333.95,65888.53,66406.01,66935.97,67469.91,68025.05,68629.56,69183.84,69568.17,69953.06,70354.83,70636.02,71040.67","90254.18,75874.90,76167.63,76704.76,77286.98,77897.05,78515.36,79171.55,79900.73,80553.68,81027.90,81509.58,82011.26,82379.44,82886.79"
15,0.5,0.06,70857.234375,6597108224.0,81222.58444546073,0.3222561157136052,grid_models\seq2seq_tlen15_tfr0.5_lr0.06.pt,"71061.45,66879.22,68004.93,68597.19,69123.98,69659.77,70198.83,70761.23,71362.88,71918.21,72306.85,72696.20,73100.46,73390.49,73796.85","86411.51,76904.11,77509.37,78094.79,78686.95,79302.29,79925.87,80590.70,81318.29,81976.57,82452.02,82935.27,83437.45,83811.88,84319.55"
15,0.5,0.08,67637.5078125,6559866368.0,80993.00196930596,0.3168763849470351,grid_models\seq2seq_tlen15_tfr0.5_lr0.08.pt,"62498.01,90786.09,63596.31,63560.77,64108.62,64676.28,65245.19,65826.73,66439.45,67011.46,67401.27,67792.12,68203.20,68500.62,68916.55","74600.45,107245.22,75980.36,75791.94,76417.94,77087.65,77762.68,78478.06,79246.66,79952.52,80447.04,80949.13,81471.23,81867.71,82395.02"
15,0.5,0.1,74681.5703125,7956776960.0,89200.7677097008,0.37617680733954467,grid_models\seq2seq_tlen15_tfr0.5_lr0.1.pt,"163998.23,64877.05,65034.51,65910.91,66504.18,67069.45,67631.89,68211.73,68825.60,69395.61,69789.55,70183.80,70595.00,70891.37,71304.70","174631.17,77725.15,75924.66,76617.15,77262.65,77915.34,78572.55,79269.76,80024.97,80714.12,81203.46,81700.62,82217.70,82607.48,83129.41"
15,0.6,0.01,66997.7421875,6301827072.0,79384.04796934962,0.3135192621223353,grid_models\seq2seq_tlen15_tfr0.6_lr0.01.pt,"63340.82,63894.02,64376.57,64874.96,65415.81,65982.67,66552.23,67138.52,67748.69,68322.91,68708.60,69096.09,69502.87,69800.18,70211.14","74953.81,75545.79,76110.87,76703.46,77354.49,78036.60,78723.05,79450.05,80221.23,80937.09,81429.71,81929.69,82449.46,82849.45,83374.75"
15,0.6,0.04,65901.8515625,6196592640.0,78718.43900891328,0.29986043874588275,grid_models\seq2seq_tlen15_tfr0.6_lr0.04.pt,"62502.50,65831.30,63329.75,63645.02,64140.22,64671.89,65209.14,65765.59,66368.38,66921.59,67297.82,67674.12,68070.74,68347.31,68752.38","74585.88,78800.65,75623.92,75949.52,76523.89,77147.12,77779.16,78449.39,79188.96,79854.94,80332.45,80817.16,81321.88,81694.74,82205.82"
15,0.6,0.06,67641.578125,6403099136.0,80019.3672556838,0.3222028546863132,grid_models\seq2seq_tlen15_tfr0.6_lr0.06.pt,"62991.30,73859.30,63743.18,64675.17,65345.76,65961.77,66568.27,67186.30,67816.14,68411.77,68819.30,69226.87,69652.04,69969.77,70396.68","74322.51,89366.38,75371.90,76193.31,76946.51,77666.66,78382.95,79141.47,79935.82,80679.23,81190.01,81708.94,82247.68,82668.23,83210.95"
15,0.6,0.08,69447.765625,6412493824.0,80078.04832786573,0.3166322234880041,grid_models\seq2seq_tlen15_tfr0.6_lr0.08.pt,"65756.13,66494.56,67786.42,67136.08,67814.82,68386.51,68938.20,69506.52,70114.04,70675.26,71065.88,71457.05,71864.35,72155.83,72564.88","75652.81,76378.87,79983.21,77341.37,77943.41,78581.98,79220.10,79896.08,80635.56,81305.24,81786.22,82274.99,82783.61,83163.12,83676.73"
15,0.6,0.1,99801.4140625,12608371712.0,112287.00598021127,0.6146787747188851,grid_models\seq2seq_tlen15_tfr0.6_lr0.1.pt,"212432.52,92278.79,88228.75,88716.51,89363.67,90041.73,90715.31,91414.40,92030.32,92668.06,93058.30,93446.84,93844.91,94195.06,94586.08","217533.91,97192.98,95978.27,97062.24,97919.22,98756.95,99585.52,100463.77,101268.16,102109.05,102607.77,103115.26,103639.36,104115.78,104642.32"
15,0.7,0.01,67108.015625,6311957504.0,79447.82881866564,0.31405338727765614,grid_models\seq2seq_tlen15_tfr0.7_lr0.01.pt,"63494.70,64009.04,64483.00,64980.05,65520.91,66088.21,66658.28,67245.18,67855.42,68430.00,68815.74,69203.32,69610.06,69907.70,70318.63","75038.70,75609.54,76170.28,76762.55,77414.18,78097.16,78784.52,79512.50,80284.03,81000.73,81493.44,81993.52,82513.34,82913.76,83439.14"
15,0.7,0.04,66923.828125,6281544704.0,79256.1966284025,0.30294632966871615,grid_models\seq2seq_tlen15_tfr0.7_lr0.04.pt,"71585.84,63337.25,63826.77,64312.79,64822.65,65354.16,65890.06,66446.50,67051.95,67607.29,67988.12,68369.02,68768.51,69046.37,69450.09","84696.98,75350.07,75557.78,76069.54,76655.00,77272.50,77897.79,78561.02,79296.26,79955.86,80432.21,80915.85,81419.58,81789.82,82299.49"
15,0.7,0.06,71869.5625,6856130048.0,82801.75147905991,0.3136423591662336,grid_models\seq2seq_tlen15_tfr0.7_lr0.06.pt,"68462.88,79170.77,69128.30,69281.75,69712.69,70170.57,70636.17,71129.88,71704.88,72216.44,72581.78,72949.84,73332.80,73588.29,73976.47","78821.20,96877.72,79862.98,79366.51,79755.48,80249.72,80763.52,81310.76,81962.73,82517.25,82947.57,83384.75,83841.64,84154.02,84616.65"
15,0.7,0.08,74328.265625,7075816960.0,84117.87538924173,0.3241802659575586,grid_models\seq2seq_tlen15_tfr0.7_lr0.08.pt,"75404.80,70730.47,71821.52,72310.37,72745.50,73188.38,73638.47,74115.00,74674.84,75170.79,75530.51,75893.38,76270.88,76523.79,76905.29","92125.27,80618.55,80845.52,81262.31,81719.55,82201.96,82695.59,83220.72,83852.36,84385.79,84805.05,85231.23,85676.85,85979.05,86431.57"
15,0.7,0.1,70695.78125,6980780032.0,83551.06242292793,0.3446669161871628,grid_models\seq2seq_tlen15_tfr0.7_lr0.1.pt,"64139.11,102828.02,66229.80,65838.74,66415.98,67037.46,67657.15,68288.94,68915.91,69518.96,69921.05,70325.34,70748.33,71073.23,71498.72","75384.50,115871.55,77174.88,77477.45,78273.51,79034.68,79786.53,80581.01,81391.09,82165.75,82679.94,83202.07,83743.68,84178.55,84724.38"
20,0.2,0.01,67451.65625,6310167040.0,79436.55984494797,0.30496765410198884,grid_models\seq2seq_tlen20_tfr0.2_lr0.01.pt,"64912.04,62943.43,64519.80,65088.53,65345.19,65580.49,65983.48,66396.91,66806.95,67268.61,67669.62,68078.12,68552.32,68911.01,69402.01,69722.53,70049.99,70320.88,70593.25,70887.98","75787.55,74620.16,75767.50,76363.66,76723.42,77056.45,77558.42,78074.70,78591.66,79130.66,79605.95,80100.41,80696.66,81162.16,81770.05,82179.32,82594.15,82956.10,83319.92,83713.24"
20,0.2,0.04,68362.3828125,6720689152.0,81979.80941670942,0.3446536080217829,grid_models\seq2seq_tlen20_tfr0.2_lr0.04.pt,"103418.27,62214.55,62621.84,63236.89,63628.57,63981.04,64507.21,65053.16,65553.51,66126.30,66635.66,67150.71,67690.06,68137.80,68690.85,69051.59,69417.41,69725.00,70027.88,70379.48","119781.31,74225.98,74732.23,75434.77,75905.75,76328.46,76935.13,77558.14,78160.74,78842.98,79446.10,80074.55,80779.78,81379.52,82094.90,82564.62,83040.91,83452.16,83863.56,84337.77"
20,0.2,0.06,81045.4765625,8158589952.0,90324.91324103223,0.36079541506136165,grid_models\seq2seq_tlen20_tfr0.2_lr0.06.pt,"119816.80,75523.70,76573.09,76989.27,77183.11,77373.62,77685.30,78005.62,78349.09,78691.81,78983.14,79292.41,79698.80,79979.37,80397.70,80705.59,81016.04,81281.54,81548.43,81815.21","137139.06,85727.27,84640.78,84844.78,85053.05,85272.02,85619.84,85979.30,86358.22,86681.25,86964.19,87273.27,87713.74,88002.84,88452.80,88797.09,89142.46,89457.76,89775.16,90099.06"
20,0.2,0.08,78228.609375,7883463168.0,88788.86849149504,0.3524782133160853,grid_models\seq2seq_tlen20_tfr0.2_lr0.08.pt,"136470.31,71693.65,72504.88,72977.23,73194.71,73402.81,73740.95,74086.98,74452.19,74827.40,75147.52,75483.94,75914.14,76217.17,76659.30,76977.10,77297.57,77568.34,77840.05,78116.00","151175.72,83268.14,81432.27,81640.67,81873.60,82116.84,82498.84,82893.07,83303.82,83671.05,83993.31,84341.58,84818.76,85145.37,85632.46,85996.03,86361.36,86692.09,87024.83,87368.93"
20,0.2,0.1,73455.734375,6843785728.0,82727.17647786609,0.32322661330302555,grid_models\seq2seq_tlen20_tfr0.2_lr0.1.pt,"69116.49,73126.20,71052.73,71243.72,71437.01,71652.65,72009.19,72374.73,72754.03,73151.07,73491.31,73846.72,74290.95,74609.28,75065.12,75387.93,75713.38,75986.97,76261.11,76544.18","80608.52,80859.41,79477.09,80071.77,80382.55,80652.20,81060.70,81481.27,81914.83,82316.41,82669.33,83048.43,83552.69,83909.27,84423.63,84801.09,85180.80,85522.53,85866.09,86226.11"
20,0.3,0.01,67640.2265625,6328449024.0,79551.54947579588,0.31316100689126,grid_models\seq2seq_tlen20_tfr0.3_lr0.01.pt,"64154.41,64485.34,64791.82,65099.12,65348.33,65604.83,66037.12,66483.72,66913.52,67402.83,67830.80,68265.52,68752.52,69133.88,69639.02,69965.88,70299.94,70577.27,70855.14,71163.55","75105.30,75453.69,75834.79,76238.80,76599.73,76957.31,77493.28,78045.04,78590.73,79179.59,79699.41,80239.05,80870.68,81380.90,82024.01,82450.22,82882.62,83257.57,83633.96,84049.84"
20,0.3,0.04,66239.3046875,6279067648.0,79240.56819584272,0.3096618471192379,grid_models\seq2seq_tlen20_tfr0.3_lr0.04.pt,"81769.45,62903.34,62365.84,62623.89,62871.77,63128.59,63565.73,64021.48,64455.26,64947.70,65378.64,65818.01,66306.42,66690.30,67201.59,67538.23,67880.74,68159.38,68401.51,68758.32","93119.79,74817.54,74469.76,74837.02,75201.63,75564.43,76106.52,76664.41,77216.03,77806.33,78327.27,78871.16,79511.65,80026.81,80678.09,81115.50,81556.90,81929.88,82240.81,82562.43"
20,0.3,0.06,71417.0625,6694822400.0,81821.8943804163,0.3260206521726122,grid_models\seq2seq_tlen20_tfr0.3_lr0.06.pt,"82703.78,67026.46,67737.67,68162.41,68438.14,68706.62,69128.11,69560.77,69985.42,70449.89,70854.41,71270.68,71752.95,72120.55,72613.39,72949.75,73288.57,73572.20,73855.02,74164.52","100371.40,77109.41,77073.95,77468.80,77805.62,78133.35,78623.18,79127.64,79631.95,80147.24,80601.66,81083.37,81673.03,82130.29,82730.14,83150.09,83573.84,83948.77,84324.76,84736.92"
20,0.3,0.08,67945.6953125,6505395712.0,80656.03332671401,0.2995418831706047,grid_models\seq2seq_tlen20_tfr0.3_lr0.08.pt,"92017.49,62913.74,63945.21,64330.90,64537.23,64753.21,65125.55,65503.10,65895.72,66320.93,66685.34,67060.38,67524.59,67852.97,68327.18,68641.15,68924.40,69145.31,69540.80,69868.90","106019.13,74588.87,75643.91,76147.24,76451.86,76740.88,77185.57,77643.85,78113.33,78563.71,78959.74,79378.53,79920.03,80312.55,80865.60,81262.48,81691.94,82255.77,82940.30,83398.80"
20,0.3,0.1,71330.5703125,7399862784.0,86022.45511492915,0.36183786509083765,grid_models\seq2seq_tlen20_tfr0.3_lr0.1.pt,"157867.27,67627.19,63468.43,63544.73,63820.22,64116.93,64598.23,65098.16,65562.12,66092.45,66558.66,67029.12,67535.68,67947.79,68475.59,68816.36,69164.91,69457.11,69748.66,70081.87","166810.61,77992.28,75126.96,75497.68,75901.73,76296.26,76876.70,77473.60,78055.99,78704.77,79277.99,79873.36,80551.05,81116.82,81805.37,82257.10,82715.47,83111.25,83507.80,83957.05"
20,0.4,0.01,66791.8125,6250966016.0,79063.05088978037,0.3056683556414118,grid_models\seq2seq_tlen20_tfr0.4_lr0.01.pt,"63554.88,63801.67,64067.19,64342.70,64567.17,64804.54,65217.62,65643.60,66060.69,66533.19,66944.87,67364.28,67843.59,68210.69,68707.98,69032.39,69364.04,69639.42,69916.27,70219.65","74812.84,75137.59,75493.51,75873.45,76215.52,76557.59,77075.11,77608.04,78138.82,78699.22,79193.58,79708.01,80321.45,80806.80,81431.69,81850.85,82275.71,82645.84,83017.59,83423.39"
20,0.4,0.04,66422.0703125,6295800320.0,79346.07942425385,0.30452017354614597,grid_models\seq2seq_tlen20_tfr0.4_lr0.04.pt,"83894.86,63098.54,62592.41,62841.68,63065.77,63303.81,63715.14,64138.87,64557.45,65027.82,65437.08,65855.38,66334.20,66695.48,67191.70,67522.83,67860.54,68142.77,68426.94,68738.21","96156.63,75284.06,74641.37,74941.97,75273.02,75610.74,76122.41,76649.31,77175.84,77721.84,78203.23,78707.68,79317.90,79794.34,80415.45,80839.88,81269.19,81645.73,82023.72,82435.53"
20,0.4,0.06,69192.0,6777005056.0,82322.56711254819,0.3476620518109378,grid_models\seq2seq_tlen20_tfr0.4_lr0.06.pt,"62553.72,105226.49,62859.19,63868.94,64459.48,64844.31,65373.07,65916.58,66415.43,66984.30,67489.62,68001.20,68539.82,68985.28,69534.91,69895.00,70258.12,70562.16,70861.90,71210.62","73911.78,122438.46,74574.10,75456.37,76123.83,76574.25,77179.67,77797.92,78395.59,79069.27,79664.84,80286.82,80987.26,81581.30,82291.72,82760.98,83236.50,83648.02,84059.63,84534.03"
20,0.4,0.08,72153.3203125,6859713024.0,82823.38452393744,0.30597500634544034,grid_models\seq2seq_tlen20_tfr0.4_lr0.08.pt,"69022.93,69998.20,69950.45,70164.30,70305.95,70481.27,70790.05,71105.85,71455.98,71809.44,72105.74,72418.87,72843.45,73128.38,73567.30,73885.63,74211.45,74511.30,75000.79,76309.09","80317.24,78722.02,80177.16,80767.84,81015.60,81234.59,81582.02,81940.16,82323.02,82639.10,82915.25,83214.38,83653.57,83929.70,84379.04,84721.38,85064.86,85376.46,85698.87,86296.24"
20,0.4,0.1,85352.1484375,10634993664.0,103126.1056377094,0.5152312283422432,grid_models\seq2seq_tlen20_tfr0.4_lr0.1.pt,"260467.48,82369.49,72442.62,72265.44,72588.40,72946.82,73481.70,74032.89,74532.47,75123.23,75649.52,76177.00,76716.17,77182.84,77728.87,78062.74,78398.77,78671.89,78939.73,79264.82","266150.28,88844.80,81329.69,81762.91,82234.59,82673.21,83300.85,83945.93,84560.73,85297.65,85950.46,86621.95,87341.54,87983.55,88714.75,89171.52,89637.27,90031.62,90426.21,90892.67"
20,0.5,0.01,71374.8671875,7693896704.0,87714.86022333958,0.37341369191805523,grid_models\seq2seq_tlen20_tfr0.5_lr0.01.pt,"175446.38,65484.31,62302.55,62661.53,62984.51,63293.50,63779.39,64285.73,64754.74,65291.67,65765.84,66246.02,66759.70,67177.20,67710.62,68058.73,68413.41,68712.42,69012.87,69356.34","187503.45,77609.86,74454.74,74983.79,75415.91,75815.47,76397.20,76994.99,77578.22,78224.98,78796.35,79391.50,80071.32,80637.38,81327.73,81783.98,82246.50,82646.95,83048.03,83502.82"
20,0.5,0.04,67148.828125,6415734272.0,80098.27883294372,0.3000242276957222,grid_models\seq2seq_tlen20_tfr0.5_lr0.04.pt,"89176.20,64075.93,63302.64,63481.90,63672.21,63891.59,64275.83,64664.84,65064.04,65503.84,65882.74,66271.04,66739.48,67076.47,67556.39,67877.33,68203.17,68474.09,68747.73,69039.16","102911.24,76643.09,75389.09,75570.59,75851.10,76153.25,76621.88,77105.19,77595.88,78081.32,78508.64,78958.50,79525.11,79947.77,80525.39,80928.98,81336.62,81697.16,82059.62,82444.62"
20,0.5,0.06,72086.8125,6839658496.0,82702.22787809286,0.3055262532742584,grid_models\seq2seq_tlen20_tfr0.5_lr0.06.pt,"68710.96,70129.81,70032.76,70170.71,70305.51,70482.98,70796.19,71116.56,71469.52,71827.27,72127.90,72445.16,72871.75,73159.74,73600.27,73918.55,74240.28,74508.95,74779.27,75042.27","79294.48,79500.80,80261.62,80637.13,80858.91,81078.55,81431.60,81796.09,82184.23,82508.84,82792.64,83099.72,83545.59,83829.67,84285.70,84631.78,84979.34,85295.83,85614.94,85933.03"
20,0.5,0.08,69300.59375,6558593024.0,80985.14076051235,0.2993990082074614,grid_models\seq2seq_tlen20_tfr0.5_lr0.08.pt,"66021.31,76288.23,66321.91,66605.25,66811.11,67022.87,67377.30,67781.27,68128.64,68532.75,68877.86,69234.76,69655.47,70009.25,70474.78,70800.12,71126.91,71398.02,71633.86,71910.25","76696.52,92018.38,78157.52,77748.55,77932.91,78189.48,78600.65,79055.14,79442.27,79869.16,80223.05,80601.77,81078.48,81467.59,81970.88,82348.60,82747.45,83090.75,83392.68,83752.49"
20,0.5,0.1,74420.2890625,7981907456.0,89341.52145559197,0.37130381532159507,grid_models\seq2seq_tlen20_tfr0.5_lr0.1.pt,"64979.38,180542.30,67286.25,65610.76,65920.33,66186.39,66595.52,67012.66,67428.23,67883.27,68277.64,68683.24,69160.89,69516.84,70006.91,70340.31,70681.45,70997.86,71673.46,79622.29","76515.46,193282.06,80580.82,76392.35,76540.47,76845.30,77325.01,77820.45,78319.35,78820.63,79262.28,79729.40,80309.66,80751.10,81341.93,81756.21,82176.45,82567.52,83265.63,92397.54"
20,0.6,0.01,68061.6484375,6646727168.0,81527.46266136337,0.34009337980373233,grid_models\seq2seq_tlen20_tfr0.6_lr0.01.pt,"101055.92,62253.40,62508.65,63090.08,63467.29,63809.80,64326.93,64864.06,65357.97,65922.62,66423.98,66931.20,67464.98,67905.81,68454.52,68812.86,69176.66,69483.48,69786.39,70136.53","115893.45,74280.12,74631.41,75287.05,75745.60,76162.20,76762.78,77379.59,77977.55,78650.80,79245.88,79866.07,80565.23,81156.71,81866.07,82332.93,82806.25,83215.31,83624.65,84094.66"
20,0.6,0.04,68250.625,6468874240.0,80429.31206966774,0.3056807747366382,grid_models\seq2seq_tlen20_tfr0.6_lr0.04.pt,"90055.66,64211.55,64250.02,64563.39,64790.58,65028.51,65427.14,65834.65,66244.98,66695.16,67084.52,67484.55,67959.28,68308.84,68796.33,69125.58,69456.73,69714.27,69880.84,70100.05","104375.66,76342.65,75495.23,75762.34,76064.66,76376.58,76853.85,77345.70,77842.59,78338.72,78775.67,79237.02,79813.18,80248.19,80835.05,81245.88,81660.02,82021.82,82375.97,83066.73"
20,0.6,0.06,78744.6796875,7812101632.0,88386.09410987681,0.3417286257825646,grid_models\seq2seq_tlen20_tfr0.6_lr0.06.pt,"101797.82,74290.49,75239.98,75579.83,75747.08,75924.06,76223.42,76530.48,76867.55,77200.14,77480.80,77779.66,78182.43,78454.34,78870.10,79177.99,79488.88,79754.21,80021.48,80282.91","119506.37,84933.72,84084.31,84241.53,84427.74,84632.81,84965.85,85310.12,85677.66,85978.80,86241.96,86530.10,86954.93,87222.46,87656.84,87992.84,88329.73,88638.41,88949.49,89260.93"
20,0.6,0.08,66604.90625,6244072448.0,79019.4434807029,0.2966254424376815,grid_models\seq2seq_tlen20_tfr0.6_lr0.08.pt,"63538.84,63852.97,63645.16,64039.07,64244.09,64455.59,64823.48,65195.09,65584.27,66005.19,66365.41,66735.43,67197.72,67521.48,67994.12,68311.96,68634.64,68915.38,69608.78,75429.48","75261.04,74658.37,75426.89,76149.80,76484.89,76774.07,77214.39,77667.37,78132.69,78576.41,78966.46,79378.54,79914.27,80299.66,80846.22,81233.48,81617.80,81920.79,82249.59,86570.52"
20,0.6,0.1,68629.6875,6801016832.0,82468.2777315011,0.3351554769803496,grid_models\seq2seq_tlen20_tfr0.6_lr0.1.pt,"61945.27,121630.78,63262.05,62756.45,63139.73,63451.04,63924.06,64414.25,64873.84,65395.52,65855.34,66323.29,66831.46,67238.08,67764.40,68111.29,68463.85,68760.41,69057.69,69395.13","73876.44,136023.50,75555.54,74781.37,75230.14,75625.62,76191.83,76772.48,77341.84,77962.48,78510.57,79083.22,79746.81,80291.06,80965.12,81415.88,81872.38,82269.42,82667.20,83114.56"
20,0.7,0.01,68908.578125,6932416000.0,83261.13138794116,0.3400670791081354,grid_models\seq2seq_tlen20_tfr0.7_lr0.01.pt,"129391.09,64166.27,62363.43,62661.71,62953.62,63244.18,63715.25,64206.73,64663.61,65183.85,65642.92,66110.02,66615.27,67022.19,67548.52,67892.41,68243.29,68538.48,68835.34,69173.53","143400.91,76090.55,74484.60,74936.99,75342.95,75731.26,76302.05,76888.95,77463.66,78095.30,78653.16,79234.34,79903.32,80455.41,81135.06,81585.78,82042.63,82438.72,82835.60,83282.73"
20,0.7,0.04,67985.3125,6489882112.0,80559.80456778678,0.30175527155983684,grid_models\seq2seq_tlen20_tfr0.7_lr0.04.pt,"91081.83,64412.45,64038.23,64272.19,64473.91,64698.37,65083.61,65475.93,65877.23,66315.56,66693.06,67081.09,67550.41,67889.30,68370.23,68693.04,69005.77,69202.88,69607.12,69884.13","105762.66,76865.85,75660.79,75856.38,76135.88,76434.45,76897.02,77373.95,77858.97,78334.94,78753.84,79196.27,79757.18,80173.12,80744.92,81148.05,81558.64,81973.27,82825.62,82995.38"
20,0.7,0.06,79101.140625,7780573696.0,88207.56031089398,0.34383653907799255,grid_models\seq2seq_tlen20_tfr0.7_lr0.06.pt,"91885.68,75047.49,76111.39,76456.78,76631.22,76813.52,77118.09,77430.49,77769.80,78106.00,78390.72,78693.60,79097.03,79372.19,79788.07,80095.46,80405.61,80670.77,80937.60,81201.33","110369.97,84889.41,84462.95,84662.41,84860.06,85071.30,85410.61,85761.08,86133.09,86443.46,86714.98,87012.08,87443.34,87720.21,88160.96,88500.40,88840.79,89152.22,89465.91,89782.85"
20,0.7,0.08,69365.75,6969836032.0,83485.5438504176,0.30746757290234755,grid_models\seq2seq_tlen20_tfr0.7_lr0.08.pt,"65066.48,116949.77,67070.42,64672.27,64575.80,64736.29,65079.34,65431.49,65811.02,66214.08,66555.37,66907.91,67366.12,67675.95,68140.47,68452.91,68769.31,69022.88,69279.03,69538.06","77970.57,132905.34,80815.19,77522.85,77397.27,77606.77,78009.70,78430.50,78869.84,79272.88,79626.54,80000.44,80503.56,80850.81,81365.15,81734.83,82107.70,82440.98,82776.92,83118.88"
20,0.7,0.1,81812.0390625,11559566336.0,107515.42371213537,0.553733245414846,grid_models\seq2seq_tlen20_tfr0.7_lr0.1.pt,"316687.88,77522.59,65034.95,65121.99,65505.89,65880.10,66432.52,67003.66,67520.90,68122.60,68660.02,69200.07,69752.30,70221.66,70781.44,71133.83,71478.30,71692.97,71817.78,76669.33","322038.53,86243.85,76331.60,77097.70,77631.77,78083.23,78719.27,79371.85,79996.59,80728.19,81375.55,82045.45,82776.48,83416.41,84157.48,84628.09,85084.06,85313.55,84857.66,87238.58"
